,department,name,cost,people,date,category
105,금남면,등심연구소,34000,4,2023-05-01, 한식 
106,금남면,공주칼국수쭈꾸미구이,30000,3,2023-05-05, 한식 
107,금남면,만주순대집,126000,8,2023-05-09, 한식 
108,금남면,천안문,235000,14,2023-05-22, 중식 
109,금남면,신나라마트,245500,8,2023-05-24, 슈퍼마켓
110,금남면,백씨네가게,28500,7,2023-05-30, 카페
111,기업지원과,텐퍼센트,75000,18,2023-05-04, 카페 
112,기업지원과,소담,120000,6,2023-05-08, 카페 
113,기업지원과,소담,120000,6,2023-05-18, 카페 
114,기획조정실,샤브마니아,64500,5,2023-05-01, 샤브샤브 
115,기획조정실,쉬즈베이글,288900,26,2023-05-01, 카페 
116,기획조정실,다이닝더인드라,88000,4,2023-05-02, 아시아음식 
117,기획조정실,진짜우리집,400000,16,2023-05-03, 한식
118,기획조정실,경주집,90000,4,2023-05-03, 한식 
119,기획조정실,고상한식탁,85000,4,2023-05-09, 양식
120,기획조정실,샤브마니아,160000,6,2023-05-10, 샤브샤브 
122,기획조정실,피자샵,163700,16,2023-05-15, 양식 
123,기획조정실,일번가복집,156000,6,2023-05-16, 한식 
124,기획조정실,일번가복집,182000,8,2023-05-17, 한식 
125,기획조정실,고반식당도담점,168000,6,2023-05-19, 한식 
126,기획조정실,이응갈비,45000,4,2023-05-23,미분류
127,기획조정실,주식회사명품한우,177000,6,2023-05-26, 한식 
128,기획조정실,미트볼스테이션,132200,11,2023-05-26, 양식
129,기획조정실,함흥면옥,54000,4,2023-05-31, 한식 
130,기획조정실,오월의토끼과자점,150000,20,2023-05-31, 간식 
131,나성동,베리베리푸르츠,225000,13,2023-05-01,미분류
132,나성동,로즈애플,150000,25,2023-05-03, 식품판매 
133,나성동,눈꽃대패,118200,9,2023-05-03,미분류
134,나성동,벌크커피,36000,12,2023-05-09, 카페 
135,나성동,벌크커피,26000,13,2023-05-14, 카페 
136,나성동,세종리더스포레파리바게트,23000,10,2023-05-19,미분류
137,노인장애인과,남도밥집,74000,7,2023-05-04, 한식
138,노인장애인과,우리숯불닭갈비,124000,4,2023-05-30, 한식 
139,농업기술센터,샤브마니아,144000,5,2023-05-02, 샤브샤브 
140,농업기술센터,청와옥양재직영점,128300,6,2023-05-12,미분류
141,농업기술센터,카페나무와실,42000,3,2023-05-15,미분류
142,농업기술센터,카페일마지오안내동점,27300,3,2023-05-22,미분류
143,농업기술센터,한식대첩이우철누룽지삼계탕,102000,6,2023-05-25, 한식 
144,농업기술센터,목구멍,240000,8,2023-05-31, 한식 
145,농업정책과,족발야시장,121000,5,2023-05-09, 한식 
146,농업정책과,윤가네들깨수제비보쌈,116000,4,2023-05-12, 한식 
147,농업정책과,내토왕코다리,104000,8,2023-05-19, 한식 
148,농업정책과,세종한우청사점,192000,7,2023-05-25, 한식 
149,농업정책과,재너머,291000,10,2023-05-26, 한식 
150,다정동,은용골농장가든,133000,5,2023-05-04, 한식 
151,다정동,자장자장,33000,3,2023-05-09, 중식 
152,다정동,코다리밥상,136000,6,2023-05-10, 한식 
153,다정동,더육공소,108900,11,2023-05-11, 한식 
154,다정동,커스텀커피,25500,6,2023-05-11, 카페 
155,다정동,송하민어구이,116000,4,2023-05-15, 한식 
157,다정동,직원,50000,1,2023-05-22, 교통시설 
158,다정동,다정가배,116800,7,2023-05-23,미분류
159,다정동,리차이,74000,5,2023-05-26, 중식 
160,대외협력담당관,탄영,224750,8,2023-05-03, 한식 
161,대외협력담당관,꿈앤카페,70000,20,2023-05-08, 카페
162,대외협력담당관,오롯이,368000,20,2023-05-09, 일식
163,대외협력담당관,아비꼬,57100,5,2023-05-17, 퓨전요리 
164,대외협력담당관,북촌,129000,9,2023-05-17, 분식 
165,대외협력담당관,순심이흑염소,170000,7,2023-05-18, 한식 
166,대외협력담당관,식물원카페,367200,16,2023-05-24, 카페
167,대외협력담당관,이응갈비,240000,17,2023-05-25,미분류
168,대외협력담당관,이응갈비,75000,5,2023-05-30,미분류
169,대평동,황제명태본가,74100,4,2023-05-18, 한식 
170,대평동,짜사이,363000,25,2023-05-24, 중식 
171,도담동,남도대박식당,120000,10,2023-05-02, 한식
172,도담동,바른초밥세종,147200,10,2023-05-03, 일식 
173,도담동,도담카페,28100,6,2023-05-03, 카페
174,도담동,고기명작,89000,8,2023-05-10, 한식 
175,도담동,행복한정육점,49800,6,2023-05-12, 식품판매 
176,도담동,진성아구찜도담점,151500,10,2023-05-15, 한식 
178,도담동,곤지암소머리한우국밥,112000,12,2023-05-25, 한식 
179,도로과,고무래식당,96000,5,2023-05-04, 한식
180,도로과,세종장어대가,253000,9,2023-05-09, 한식 
181,도로과,신화케이푸드,283000,10,2023-05-10,미분류
182,도로과,고무래식당,72000,5,2023-05-12, 한식
183,도로과,카페플랜,78000,5,2023-05-16, 전문대행 
184,도로과,식원,171000,10,2023-05-18, 중식 
185,도로과,쓰촨,65000,5,2023-05-19, 중식 
186,도로관리사업소,행복무지개,65000,4,2023-05-08, 한식 
187,도로관리사업소,퐁당,79200,5,2023-05-09, 샤브샤브
188,도로관리사업소,부뚜막,67000,4,2023-05-10, 한식
189,도로관리사업소,백련화메기탕,69000,5,2023-05-11, 한식 
190,도로관리사업소,신흥파닭,51000,16,2023-05-24, 치킨
191,도시과,우리네코다리,80000,8,2023-05-01, 한식 
192,도시과,우리네코다리,110000,11,2023-05-03, 한식 
193,도시과,커피꼴랑,25500,6,2023-05-04, 카페 
194,도시과,스시대가,106200,6,2023-05-09,미분류
195,도시과,두두본,59300,16,2023-05-10, 카페 
196,도시과,주식회사헬로우포레스트,91000,6,2023-05-12, 카페 
197,도시과,유성복집,104000,6,2023-05-16, 한식 
198,도시과,염소한마리,91500,6,2023-05-19, 한식 
199,도시과,마빅치킨,86800,6,2023-05-31, 치킨
200,동물위생방역과,라포레스타,108800,6,2023-05-01, 카페 
201,동물위생방역과,만세곱창,212000,8,2023-05-02, 한식 
202,동물위생방역과,본가왕뼈감자탕법원점,248000,25,2023-05-03, 한식 
203,동물위생방역과,구양가,139000,6,2023-05-03, 한식 
204,동물위생방역과,다정한감자탕&뼈찜,54000,6,2023-05-11, 한식 
205,동물위생방역과,본죽&비빔밥,61500,6,2023-05-12, 한식 
206,동물위생방역과,추추추어탕조치원홍대점,64000,5,2023-05-12,미분류
207,동물위생방역과,돈미당숯불구이,93000,4,2023-05-15,미분류
208,동물위생방역과,양평칼국수,51000,4,2023-05-19, 한식 
209,동물위생방역과,일소일소감자탕,78000,6,2023-05-26, 한식 
210,동물위생방역과,윤가네들깨수제비보쌈,71000,5,2023-05-30, 한식 
211,로컬푸드과,고복정,59000,4,2023-05-03, 한식 
212,로컬푸드과,세종일식,200000,9,2023-05-18, 일식
213,로컬푸드과,윤가네들깨수제비,124000,8,2023-05-30, 한식 
214,문화예술과,굴천지초계국수,59000,5,2023-05-03, 한식 
215,문화예술과,금강추어탕,58000,5,2023-05-10, 한식 
216,문화예술과,돔베초밥,35700,3,2023-05-12, 일식 
217,문화예술과,명성횟집,115000,6,2023-05-23, 한식 
218,문화예술과,이화수전통육개장,44000,3,2023-05-26, 한식 
219,문화예술과,조선초밥,96000,6,2023-05-30, 일식 
220,문화유산과,수미가찌개전문점,72000,6,2023-05-01, 한식 
221,문화유산과,해뜨는집,87000,4,2023-05-16, 한식
222,문화유산과,상춘고택㈜,270000,9,2023-05-18, 숙박 
223,문화유산과,투툼,30000,3,2023-05-22,미분류
224,문화유산과,낙지촌,77400,6,2023-05-24, 한식 
225,문화유산과,송월토속촌,43000,4,2023-05-26, 한식
226,문화유산과,복누룽지삼계탕,60000,4,2023-05-31, 한식 
227,문화체육관광국,체육진흥과,50000,1,2022-05-02,미분류
228,문화체육관광국,중화반점,225000,10,2023-05-02, 중식 
229,문화체육관광국,세종장어대가,170000,8,2023-05-18, 한식 
230,문화체육관광국,고스란,31200,6,2023-05-23, 한식
231,문화체육관광국,문화예술과,50000,1,2023-05-26, 문화시설 
232,물관리정책과,일소일소감자탕,66000,6,2023-05-03, 한식 
233,물관리정책과,관내,30000,10,2023-05-15,미분류
234,물관리정책과,황우제매운탕,300000,16,2023-05-24, 한식 
235,미래수도기반조성과,짬뽕관,36500,3,2023-05-04, 중식 
236,미래수도기반조성과,함흥면옥,56000,4,2023-05-24, 한식 
237,미래수도기반조성과,돈가스1980,32700,3,2023-05-30, 일식 
238,미래수도기반조성과,후룹,60000,5,2023-05-31,미분류
239,미래전략본부,밀마루,55000,5,2023-05-01," 관광,명소 "
240,미래전략본부,조치원1927아트센터,334500,13,2023-05-02, 문화시설
242,미래전략본부,양촌식당,54000,4,2023-05-04, 기사식당
243,미래전략본부,본도시락,69600,6,2023-05-10, 도시락 
244,미래전략본부,세종복칼국수,46000,4,2023-05-15, 한식 
245,미래전략본부,국회후생복지위원회,20600,5,2023-05-16,미분류
246,미래전략본부,폴바셋,32900,3,2023-05-16, 카페 
247,미래전략본부,궁궐,90000,6,2023-05-17, 한식
248,미래전략본부,피제리아지알로,93800,5,2023-05-23, 양식 
249,미래전략본부,대평리맛있는집,83000,6,2023-05-24, 한식 
250,미래전략본부,강촌,120000,6,2023-05-25, 한식 
251,미래전략본부,세종화백곰탕&냉면,88000,6,2023-05-26, 한식
252,미래전략본부,순남시래기,82000,7,2023-05-31, 한식
253,민원과,소나무향기,79000,4,2023-05-12, 한식 
254,민원과,주식회사이도카페,23100,4,2023-05-26, 카페
255,반곡동,윤복희,211500,8,2023-05-01, 한식
256,반곡동,예향본가,235900,15,2023-05-02, 한식 
257,반곡동,예향본가,150000,15,2023-05-09, 한식 
258,반곡동,빽다방,90000,30,2023-05-15, 카페 
259,반곡동,진주냉면이설옥,153000,11,2023-05-23, 한식 
261,반곡동,웰미가,44000,6,2023-05-24, 한식 
262,반곡동,대패의품격,242300,14,2023-05-25, 한식 
263,보건복지국,초가집갈비김치찌개,36000,3,2023-05-01, 한식 
264,보건복지국,꿀꿀,90000,3,2023-05-04,미분류
265,보건복지국,아라준스시,252000,9,2023-05-09, 일식 
266,보건복지국,한마음정육식당,228000,8,2023-05-11, 한식 
267,보건복지국,금강식당,64000,4,2023-05-15, 한식
268,보건복지국,동해,113000,7,2023-05-16, 한식 
269,보건복지국,박중사의힘내부대찌개,157500,6,2023-05-25,미분류
270,보건소,세종특별자치시보건소,100000,2,2023-05-02, 보건소
271,보건소,세종화백곰탕&냉면새롬,56000,3,2023-05-03, 한식
272,보건소,로흐뚜,32900,4,2023-05-08, 카페
273,보건소,카페소풍,20500,3,2023-05-10, 카페
274,보건소,커피마마퀸,14900,5,2023-05-11, 카페 
275,보건소,르비엣,31000,3,2023-05-12, 아시아음식 
276,보건소,세종특별자치시보건소,50000,1,2023-05-16, 보건소
277,보건소,조선초밥,28000,2,2023-05-16, 일식 
278,보건소,커피마마퀸,18400,4,2023-05-22, 카페 
279,보건소,카페소풍,16500,4,2023-05-23, 카페
280,보건소,복호두,18000,3,2023-05-24, 간식 
281,보건소,새롬카페,22500,4,2023-05-26, 카페 
282,보건소,샤오원,79500,5,2023-05-31, 중식
283,보건정책과,르비엣,64500,5,2023-05-01, 아시아음식 
284,보건정책과,삼화아구,64000,3,2023-05-16, 한식 
285,보건정책과,수미가,60000,5,2023-05-24, 한식 
286,보건환경연구원,세종화백곰탕&냉면새롬,32000,3,2023-05-02, 한식
287,보건환경연구원,과일뜰,50000,3,2023-05-02, 카페 
288,보건환경연구원,바우가든,90000,3,2023-05-03,미분류
290,보건환경연구원,홈플러스,121880,15,2023-05-12, 대형마트 
291,보건환경연구원,행복무지개,52000,4,2023-05-18, 한식 
292,보건환경연구원,장터장칼국수,48000,4,2023-05-19,미분류
293,보건환경연구원,샤오원,31800,3,2023-05-22, 중식
294,보건환경연구원,모과나무골막국수이야기,114500,7,2023-05-23, 한식 
295,보건환경연구원,명장복집,44000,3,2023-05-24, 한식 
296,보건환경연구원,커피공주,47600,6,2023-05-25, 카페 
297,보건환경연구원,란이,120000,4,2023-05-30, 중식
298,보건환경연구원,커피공주,50000,6,2023-05-31, 카페 
299,보람동,과일장터,50000,10,2023-05-18,미분류
300,보람동,수미가,400000,20,2023-05-02, 한식 
301,복지정책과,함흥면옥,63000,4,2023-05-10, 한식 
302,복지정책과,육산,88000,4,2023-05-18, 한식 
303,복지정책과,제주은희네해장국,30000,3,2023-05-22, 한식 
304,복지정책과,해뜨는집,119000,7,2023-05-24, 한식
305,복지정책과,샤브마니아,116000,6,2023-05-26, 샤브샤브 
306,부강면,원두막매운탕,95000,8,2023-05-02, 한식 
307,부강면,송월토속촌,83000,6,2023-05-09, 한식
308,부강면,그린주의,134000,200,2023-05-10,미분류
309,부강면,세종화백곰탕&냉면,70000,6,2023-05-15, 한식
310,부강면,먹거리식당,87000,6,2023-05-19, 한식
311,부강면,순남이네,44000,4,2023-05-30, 한식
312,사회재난과,조치원1927아트센터,111400,6,2023-05-03, 문화시설
313,사회재난과,궁궐,77000,4,2023-05-18, 한식
314,사회재난과,조선초밥,91510,4,2023-05-25, 일식 
315,산림공원과,신종로빈대떡,143000,8,2023-05-11, 한식
316,산업입지과,함흥면옥,120000,6,2023-05-03, 한식 
317,산업입지과,양평칼국수,40000,4,2023-05-04, 한식 
318,산업입지과,싱그레복집,115000,6,2023-05-09, 한식 
319,산업입지과,금성매운탕,59000,4,2023-05-22, 한식
320,산업입지과,운주산오리,80000,4,2023-05-23, 한식 
321,산업입지과,순남시래기,27000,3,2023-05-24, 한식
322,산업입지과,궁궐,45000,4,2023-05-25, 한식
323,산업입지과,육대장,87000,8,2023-05-31, 한식 
324,상수도과,봉서골,68000,5,2023-05-01, 한식 
325,상수도과,관저명태촌,51000,4,2023-05-09, 한식 
326,상수도과,다인아구찜,92000,6,2023-05-11, 한식 
327,상수도과,한솥,64000,5,2023-05-17, 도시락 
328,상수도과,일품국수,150000,6,2023-05-18, 한식 
329,새롬동,효미주막,127500,5,2023-05-02, 한식 
330,새롬동,샤오원,64000,4,2023-05-15, 중식
331,새롬동,정선산곤드레,140000,10,2023-05-17, 한식
332,새롬동,샤오원,120000,4,2023-05-17, 중식
333,새롬동,샤오원,59700,4,2023-05-25, 중식
334,세원관리과,그릴200도,81000,4,2023-05-16, 한식 
335,세원관리과,두툼,100000,5,2023-05-23, 한식 
338,세종소방서,바른치킨(도담점),150000,18,2023-05-10, 치킨 
339,세종소방서,달광,180000,6,2023-05-11, 한식 
341,세종소방서,나루스시,120000,4,2023-05-23, 일식 
342,세종소방서,승도리네,100000,4,2023-05-26, 한식 
344,소담동,관내업체,185000,8,2023-05-08,미분류
345,소담동,관내업체,80000,6,2023-05-09,미분류
346,소담동,관내업체,112500,25,2023-05-31,미분류
347,소방본부,진플라워,100000,1,2023-05-01," 꽃집,꽃배달"
348,소방본부,청강촌,330000,13,2023-05-01, 샤브샤브
349,소방본부,그릴200C,65000,5,2023-05-02,미분류
350,소방본부,페이지원비스트로,295000,15,2023-05-02,미분류
351,소방본부,홍가면옥,60000,5,2023-05-03, 한식 
352,소방본부,육산,48000,4,2023-05-04, 한식 
353,소방본부,진플라워,100000,1,2023-05-04," 꽃집,꽃배달"
354,소방본부,그릴200C,52000,4,2023-05-08,미분류
355,소방본부,세종복칼국수,81500,4,2023-05-09, 한식 
356,소방본부,궁궐,110000,4,2023-05-10, 한식
357,소방본부,홍가면옥,180000,13,2023-05-10, 한식 
358,소방본부,소풍키친,34000,4,2023-05-10,미분류
359,소방본부,황우제매운탕,120000,6,2023-05-10, 한식 
360,소방본부,항아리보쌈,150000,6,2023-05-10, 한식 
361,소방본부,진플라워,80000,1,2023-05-13," 꽃집,꽃배달"
362,소방본부,육산,60000,5,2023-05-16, 한식 
363,소방본부,유성복집,114000,4,2023-05-16, 한식 
364,소방본부,홍가면옥,42000,3,2023-05-17, 한식 
365,소방본부,청와삼대,30000,3,2023-05-19, 한식 
366,소방본부,소래버섯나라,465000,16,2023-05-22, 한식
368,소방본부,함흥냉면,54800,4,2023-05-25, 한식 
369,소방본부,육산,48000,4,2023-05-25, 한식 
370,소방본부,소래버섯나라,158000,7,2023-05-25, 한식
371,소방본부,동해바다회,73000,4,2023-05-26, 한식 
372,소방본부,순남시래기,60000,5,2023-05-30, 한식
373,소방본부,이응갈비,45000,3,2023-05-31,미분류
374,소방본부,콩밭가인,30000,3,2023-05-31, 한식
375,소상공인과,해궁,64000,4,2023-05-01, 한식 
376,소상공인과,육산,108000,4,2023-05-03, 한식 
377,소상공인과,포담,65000,5,2023-05-12,미분류
378,소상공인과,영란횟집,180000,7,2023-05-16,미분류
379,소정면,삼색꼬맹이김밥,47000,13,2023-05-01,미분류
380,소정면,양평본가해장국,54000,6,2023-05-02, 한식 
381,소정면,오가네,170000,9,2023-05-09, 한식
382,소정면,멕시카나치킨,58000,8,2023-05-10, 치킨 
383,소정면,함지박,197000,11,2023-05-18, 한식 
385,수도운영과,영동순대,47000,5,2023-05-16, 한식 
386,수도운영과,을화옥,147500,11,2023-05-19, 한식 
387,수도운영과,착한낙지,103700,7,2023-05-23, 한식 
388,수도운영과,순남시래기,73300,5,2023-05-31, 한식
389,시립도서관,다올차이나,369000,15,2023-05-11, 중식 
390,시립도서관,고슬,45000,3,2023-05-16, 한식
391,시립도서관,세종애기획,62000,5,2023-05-23,미분류
392,시민소통과,텐퍼센트,80000,6,2023-05-09, 카페 
393,시민안전실,사키,90000,5,2023-05-02, 일식
394,시민안전실,바닐라가든,19800,6,2023-05-04,미분류
395,시민안전실,카페마랑,23300,5,2023-05-08, 카페 
396,시민안전실,육산,180000,10,2023-05-11, 한식 
397,시민안전실,엠카페,23400,10,2023-05-11, 카페
398,시민안전실,해이이투힐,65800,4,2023-05-12, 카페
399,시민안전실,투썸플레이스,16600,3,2023-05-16, 카페 
400,시민안전실,클린커피,17300,4,2023-05-19, 카페 
401,시민안전실,카페리,14700,3,2023-05-19, 카페
402,시민안전실,차이킹,209000,7,2023-05-23, 중식 
403,시민안전실,함흥면옥,50000,5,2023-05-24, 한식 
404,시민안전실,궁궐,154000,8,2023-05-25, 한식
405,시민안전실,또바기검은콩수제비칼국수,32000,8,2023-05-26, 한식 
406,시민안전실,클린커피,36900,8,2023-05-26, 카페 
407,시민안전실,클린커피,19400,4,2023-05-30, 카페 
409,시민안전실,써밋뷰,184500,10,2023-05-31, 카페
410,시설관리사업소,미식도,139500,5,2023-05-09, 한식
411,시설관리사업소,수구레국밥,50000,5,2023-05-10, 한식 
412,시설관리사업소,굴이야기,40000,4,2023-05-11, 한식 
413,시설관리사업소,백련화메기탕,110000,5,2023-05-23, 한식 
414,시설관리사업소,미식도,155000,5,2023-05-25, 한식
415,시설관리사업소,수미가,48000,3,2023-05-31, 한식 
416,아동청소년과,워낭2013,108000,4,2023-05-01, 한식 
417,아동청소년과,투파인드피터세종,145500,7,2023-05-02, 양식 
418,아동청소년과,식원,150000,6,2023-05-11, 중식 
419,아동청소년과,한아름보리밥,70000,5,2023-05-15, 한식
420,아동청소년과,워낭2013,92000,5,2023-05-16, 한식 
421,아동청소년과,카페마랑,116000,20,2023-05-30, 카페 
422,아름동,샤브쌈주머니,55200,4,2023-05-10, 샤브샤브 
423,아름동,쓰촨,300000,11,2023-05-11, 중식 
424,아름동,뻥튀기공작소,77300,15,2023-05-15, 식품판매
425,아름동,세이로정,42000,4,2023-05-16, 술집 
426,아름동,원스타,81700,15,2023-05-17, 카페
427,아름동,송가네송탄부대찌개,26000,2,2023-05-18,미분류
428,아름동,한식대첩이우철누룽지삼계탕,51000,5,2023-05-31, 한식 
429,안전정책과,윤용현의도끼농장,329000,12,2023-05-04, 한식 
430,안전정책과,분당만강원,161000,8,2023-05-26, 중식
431,어진동,관내상점,70000,30,2023-05-02,미분류
432,어진동,관내상점,67000,7,2023-05-19,미분류
433,어진동,관내상점,145000,10,2023-05-23,미분류
434,여성가족과,사키,108000,6,2023-05-17, 일식
435,여성가족과,길현식탁,90000,10,2023-05-26,미분류
436,여성가족과,카페루트오,33000,4,2023-05-30, 카페
437,연기면,제산한방오리,328000,26,2023-05-03, 한식 
438,연기면,금단양만,96000,6,2023-05-09, 한식 
439,연기면,스타벅스코리아,58400,10,2023-05-15,미분류
440,연기면,주문리동치지막국수,186000,20,2023-05-16,미분류
441,연기면,제산한방오리,165000,8,2023-05-19, 한식 
442,연기면,주연불교,100000,4,2023-05-24, 종교 
443,연동면,㈜신화케이푸트,286000,15,2023-05-11,미분류
444,연서면,천지연가든,99000,11,2023-05-03, 한식
445,연서면,대왕해물손칼국수,42000,3,2023-05-11, 한식 
446,연서면,천지연가든,58000,5,2023-05-12, 한식
447,연서면,복사골,177000,12,2023-05-15, 한식 
448,연서면,구판장식당,355000,40,2023-05-17,음식점
449,연서면,조치원농협하나로마트,26760,10,2023-05-21, 슈퍼마켓 
450,예산담당관,청와삼대(족발보쌈칼국수),67000,3,2023-05-02,미분류
451,예산담당관,군산해물천국,140000,7,2023-05-17, 한식 
452,예산담당관,서가앤쿡,69800,5,2023-05-23, 양식 
453,예산담당관,신칼국수,57000,5,2023-05-24, 한식 
454,예산담당관,산촌,75000,4,2023-05-26, 한식 
455,예산담당관,은주식당,76000,4,2023-05-30, 한식
