,department,name,cost,people,date,category
148,농업정책과,진성아구찜,154000,6,2023-01-06, 한식 
149,농업정책과,순한양꼬치,136000,5,2023-01-13, 중식 
152,다정동,바른초밥세종,75000,3,2023-01-11, 일식 
153,다정동,㈜이마트에브리데이,629160,21,2023-01-11, 슈퍼마켓 
154,다정동,코지하우스,56500,3,2023-01-25, 양식 
155,대외협력담당관,내토왕코다리,52000,4,2023-01-02, 한식 
156,대외협력담당관,르비엣,39000,3,2023-01-03, 아시아음식 
157,대외협력담당관,세종장어대가,243000,20,2023-01-04, 한식 
158,대외협력담당관,신화케이푸드,56000,4,2023-01-06,미분류
159,대외협력담당관,숙이네더덕마을,254000,12,2023-01-09,미분류
160,대외협력담당관,토바우안심한우마을,70000,5,2023-01-10, 한식 
161,대외협력담당관,그릴200℃,143500,10,2023-01-11,미분류
162,대외협력담당관,어진명가,84000,8,2023-01-11, 한식
163,대외협력담당관,오롯이,147000,7,2023-01-25, 일식
164,대외협력담당관,꽃에반하다,50000,6,2023-01-30," 꽃집,꽃배달"
165,대외협력담당관,옴누스(omnus),24000,6,2023-01-30,미분류
166,대평동,오롯이,108100,5,2023-01-02, 일식
167,대평동,콩대박,150500,6,2023-01-05, 한식
168,대평동,르비엣,130000,7,2023-01-10, 아시아음식 
169,대평동,밥상차려주는집,54000,3,2023-01-11, 한식
170,대평동,㈜이마트세종,663670,23,2023-01-12, 대형마트 
171,대평동,바잉그레이트커피,36800,8,2023-01-12, 카페
172,대평동,디저트39세종,180800,23,2023-01-12, 카페 
173,대평동,연남물갈비,109600,5,2023-01-16, 한식 
174,대평동,석곡오리촌루프탑홍카페,157800,8,2023-01-19,미분류
175,대평동,파주닭국수세정,51500,5,2023-01-25,미분류
176,대평동,커피디,33500,6,2023-01-27, 카페
177,도담동,세종중앙농협청사마트뱅크지점,825000,33,2023-01-18,미분류
178,도담동,행복한정육점,84900,10,2023-01-19, 식품판매 
179,도담동,배스킨라빈스31(도담점),33000,5,2023-01-20, 간식 
180,도담동,사이공스퀘어,45490,5,2023-01-31, 아시아음식 
181,도로과,해밀,58000,6,2023-01-06," 관광,명소 "
182,도로과,손큰할매순대국국세청점,57000,5,2023-01-10, 한식 
183,도로과,세종장어대가,54000,5,2023-01-13, 한식 
184,도로과,엄마쌈밥집,52000,4,2023-01-16, 한식 
185,도로과,황가네칼국수,54000,5,2023-01-18, 한식 
186,도로과,명장복집,154000,6,2023-01-26, 한식 
187,도로과,맛나고감자탕,104000,6,2023-01-30, 한식 
188,도로과,함흥면옥,81000,5,2023-01-31, 한식 
189,도로관리사업소,행복무지개,260000,10,2023-01-06, 한식 
190,도로관리사업소,청향일식,180000,8,2023-01-09, 일식 
191,도로관리사업소,부가럭스,69000,5,2023-01-18, 패밀리레스토랑
192,도로관리사업소,농협,1100000,37,2023-01-18, 금융서비스 
193,도로관리사업소,천지연가든,100000,6,2023-01-25, 한식
194,도시경관과,오씨손칼국수,106000,6,2023-01-06, 한식 
195,도시경관과,예원,112000,6,2023-01-30, 중식 
196,도시경관과,내토왕코다리,38000,5,2023-01-31, 한식 
197,도시과,황가원,126000,6,2023-01-11, 한식
198,도시과,우리네코다리,50000,5,2023-01-25, 한식 
199,도시과,차이킹,230000,8,2023-01-26, 중식 
200,도시과,영심이소머리국밥,40000,4,2023-01-31, 한식 
201,동물위생방역과,다인아구찜,108000,5,2023-01-06, 한식 
202,동물위생방역과,또바기검은콩수제비.칼국수,56000,4,2023-01-11, 한식 
203,동물위생방역과,황룡칼국수,24000,3,2023-01-19, 한식 
204,동물위생방역과,윤가네들깨수제비보쌈,81000,4,2023-01-20, 한식 
205,동물위생방역과,세종굴이야기,99000,5,2023-01-27, 한식 
206,로컬푸드과,윤가네,296000,15,2023-01-06, 한식 
207,로컬푸드과,산촌,65000,5,2023-01-10, 한식 
208,로컬푸드과,이갈비,204000,14,2023-01-11, 한식 
209,로컬푸드과,윤가네,254500,12,2023-01-20, 한식 
210,로컬푸드과,유성복집,261000,12,2023-01-31, 한식 
211,문화예술과,수미가,84000,6,2023-01-06, 한식 
212,문화예술과,엔제리너스,26000,6,2023-01-06, 카페 
213,문화예술과,워낭,300000,20,2023-01-16, 한식 
214,문화예술과,한양고깃집,113000,6,2023-01-16, 한식 
215,문화예술과,가장맛있는족발,71000,4,2022-01-18, 한식 
217,문화체육관광국,가시리,157000,8,2023-01-05,미분류
218,문화체육관광국,비프다이닝온도,54000,4,2023-01-09, 한식 
219,문화체육관광국,명품한우,105800,6,2023-01-11, 한식 
220,문화체육관광국,워낭,100000,5,2023-01-13, 한식 
221,문화체육관광국,워낭,145000,8,2023-01-16, 한식 
222,문화체육관광국,초가집,60000,5,2023-01-18, 식품판매 
223,문화체육관광국,김광희손두부,180000,20,2023-01-19,미분류
224,문화체육관광국,풍원,95500,7,2023-01-20, 중식 
225,문화체육관광국,워낭,103000,5,2023-01-25, 한식 
226,문화체육관광국,초가집,60000,5,2023-01-27, 식품판매 
227,문화체육관광국,정일품두손두부,174000,8,2023-01-31,미분류
228,물관리정책과,복호두,54000,4,2023-01-10, 간식 
229,미래수도기반조성과,두툼,50000,5,2023-01-03, 한식 
230,미래수도기반조성과,초가집,56000,4,2023-01-09, 식품판매 
231,미래수도기반조성과,황제명태본가,48000,3,2023-01-10, 한식 
232,미래수도기반조성과,함흥면옥,42000,3,2023-01-11, 한식 
233,미래수도기반조성과,두툼,72000,5,2023-01-12, 한식 
234,미래수도기반조성과,남도밥집,65000,3,2023-01-13, 한식
235,미래수도기반조성과,사랑채,100000,5,2023-01-13, 한식
236,미래수도기반조성과,신칼국수,47000,4,2023-01-16, 한식 
237,미래수도기반조성과,도가네매운탕,59000,4,2023-01-17, 한식 
238,미래수도기반조성과,추어명가,33000,3,2023-01-18, 한식 
239,미래수도기반조성과,큰나무,48000,4,2023-01-19, 한식
240,미래수도기반조성과,함흥면옥,42000,3,2023-01-20, 한식 
241,미래수도기반조성과,장수집,102000,6,2023-01-26," 건설,건축 "
242,미래수도기반조성과,김광희손두부,24000,2,2023-01-27,미분류
243,미래수도기반조성과,짬뽕관,40000,4,2023-01-30, 중식 
244,미래수도기반조성과,또바기,35000,3,2023-01-31, 한식 
245,미래전략본부,목포횟집,52000,3,2023-01-03, 한식 
246,미래전략본부,반포그릴,156000,8,2023-01-06, 양식 
247,미래전략본부,㈜육산,90000,3,2023-01-11,미분류
248,미래전략본부,목포횟집,150000,5,2023-01-16, 한식 
249,미래전략본부,오롯이,32000,2,2023-01-19, 일식
250,미래전략본부,함흥면옥,163800,9,2023-01-27, 한식 
251,민원과,함흥면옥,49000,3,2023-01-18, 한식 
252,반곡동,연남물갈비,148000,8,2023-01-05, 한식 
253,반곡동,칼로리스테이션,128900,8,2023-01-06, 카페
254,반곡동,민원과내,153600,6,2023-01-12, 지방행정기관 
255,반곡동,본가왕뼈감자탕법원점,140000,14,2023-01-20, 한식 
256,반곡동,관내식당,240000,8,2023-01-25,미분류
257,반곡동,설악추어탕,59000,5,2023-01-27, 한식 
258,반곡동,홈마트,95500,20,2023-01-31, 슈퍼마켓
259,보건복지국,내토왕코다리,101000,8,2023-01-03, 한식 
260,보건복지국,다이닝더인드라,75000,5,2023-01-05, 아시아음식 
261,보건복지국,육산,179000,8,2023-01-09, 한식 
262,보건복지국,M카페,33500,7,2023-01-13, 카페
263,보건복지국,달구지막창,125500,6,2023-01-16, 한식 
264,보건복지국,오롯이,63000,5,2023-01-17, 일식
265,보건복지국,김광희손두부,180000,20,2023-01-19,미분류
266,보건복지국,유로비,34700,7,2023-01-20, 카페
267,보건복지국,김광희손두부,85000,6,2023-01-30,미분류
268,보건복지국,오롯이,81100,4,2023-01-31, 일식
269,보건소,산장가든,123000,9,2023-01-02, 한식 
270,보건소,오씨손칼국수,54000,4,2023-01-03, 한식 
271,보건소,봉할매김치찌개,50000,4,2023-01-06,미분류
272,보건소,세종특별자치시보건소,100000,2,2023-01-09, 보건소
273,보건소,도너츠윤,21500,5,2023-01-10, 간식 
274,보건소,행복무지개,200000,12,2023-01-11, 한식 
275,보건소,커피마마퀸,20500,4,2023-01-17, 카페 
276,보건소,밥상차려주는집,126000,10,2023-01-18, 한식
277,보건소,cafeGAGA(카페가가),16500,4,2023-01-19, 카페
278,보건소,바닐라가든,12000,4,2023-01-20,미분류
279,보건소,운커피,19000,4,2023-01-25, 카페
280,보건소,커피마마퀸,17500,4,2023-01-26, 카페 
281,보건소,라벨메종,126100,6,2023-01-30, 양식
282,보건소,복호두,90000,5,2023-01-31, 간식 
283,보건소,세종굴이야기,57500,4,2023-01-31, 한식 
284,보건정책과,본청회의실,130000,4,2023-01-16,미분류
285,보건정책과,관내음식점,199800,8,2023-01-16,미분류
286,보건정책과,관내음식점,206300,6,2023-01-16,미분류
287,보건정책과,관내음식점,143000,6,2023-01-16,미분류
288,보건정책과,관내음식점,52100,4,2023-01-16,미분류
289,보건정책과,관내음식점,51000,4,2023-01-16,미분류
290,보건정책과,관내음식점,151400,7,2023-01-31,미분류
291,보건정책과,관내음식점,47500,4,2023-01-31,미분류
292,보건정책과,관내음식점,63500,4,2023-01-31,미분류
293,보건정책과,관내음식점,332000,15,2023-01-31,미분류
294,보건환경연구원,명장복집,328900,20,2023-01-03, 한식 
295,보건환경연구원,김동주의복어찬가,135000,5,2023-01-03,미분류
296,보건환경연구원,고복정,165000,6,2023-01-04, 한식 
297,보건환경연구원,뜸복골우렁쌈밥,210000,10,2023-01-05, 한식 
298,보건환경연구원,에머이,21800,2,2023-01-06, 아시아음식 
299,보건환경연구원,산장가든,103000,5,2023-01-06, 한식 
300,보건환경연구원,행복길19,174000,7,2023-01-09, 한식 
301,보건환경연구원,주식회사육산,72000,5,2023-01-10,미분류
302,보건환경연구원,김동주의복어찬가,162000,6,2023-01-10,미분류
303,보건환경연구원,송하민어구이,116000,4,2023-01-11, 한식 
304,보건환경연구원,이윽고,133000,5,2023-01-12, 한식 
305,보건환경연구원,산장가든,343000,12,2023-01-13, 한식 
306,보건환경연구원,홈플러스,358800,12,2023-01-13, 대형마트 
307,보건환경연구원,궁궐,170000,8,2023-01-16, 한식
308,보건환경연구원,백련화메기탕,203000,8,2023-01-17, 한식 
309,보건환경연구원,오동통한우생곱창,150000,5,2023-01-18,미분류
310,보건환경연구원,황가네칼국수,99000,5,2023-01-18, 한식 
311,보건환경연구원,석곡오리촌,58000,3,2023-01-27, 한식 
312,보건환경연구원,예원,50000,3,2023-01-30, 중식 
313,보람동,이수페,136300,13,2023-01-05, 카페 
314,보람동,사키,132400,12,2023-01-11, 일식
315,보람동,커피로스터즈,31000,4,2023-01-11, 카페 
316,보람동,떡단우등,150000,11,2023-01-12,미분류
318,보람동,석곡오리촌,464000,20,2023-01-16, 한식 
319,보람동,수미가,130000,9,2023-01-18, 한식 
320,보람동,석곡오리촌,170000,10,2023-01-25, 한식 
321,복지정책과,한양고깃집,127000,5,2023-01-10, 한식 
322,부강면,원두막매운탕,104000,8,2023-01-05, 한식 
323,부강면,우가정,37000,3,2023-01-12, 한식 
324,부강면,진성민속촌,38000,8,2023-01-12, 한식 
325,부강면,할매밥집,246000,25,2023-01-16, 한식
326,부강면,홈플러스,297000,21,2023-01-17, 대형마트 
327,부강면,로즈애플,50000,3,2023-01-31, 식품판매 
328,부강면,바구니칼국수앤닭갈비,32000,4,2023-01-31, 한식 
329,사회재난과,파리바게트,33400,5,2023-01-17, 간식 
330,사회재난과,딜라이트,44500,7,2023-01-26, 학원 
332,산업입지과,봉서골,88000,3,2023-01-11, 한식 
333,산업입지과,소래버섯나라,60000,4,2023-01-17, 한식
334,산업입지과,보강집,45000,3,2023-01-18,미분류
335,산업입지과,함흥면옥,35000,2,2023-01-19, 한식 
336,상수도과,민보초밥,70000,5,2023-01-26, 일식
337,상수도과,청향식당,144000,5,2023-01-27, 일식 
338,새롬동,정선산곤드레,155500,10,2023-01-06, 한식
339,새롬동,명륜진사갈비,100000,4,2023-01-10, 한식 
340,새롬동,새롬121번가,139300,10,2023-01-12, 양식
341,새롬동,엄마손두부,180000,8,2023-01-12, 한식 
342,새롬동,새뜸중앙농협새뜸지점,240000,12,2023-01-17, 금융서비스 
343,새롬동,햇님가든,80000,4,2023-01-17, 한식
344,새롬동,정선산곤드레,39000,4,2023-01-18, 한식
345,새롬동,새롬121번가,224600,12,2023-01-26, 양식
346,세원관리과,숯불장어구이전문점도담도담,180000,7,2022-01-10, 한식 
347,세원관리과,초가집갈비김치찌개,56000,4,2022-01-12, 한식 
348,세원관리과,밥상차려주는집,136000,6,2022-01-12, 한식
349,세정과,파리바게뜨,153400,20,2023-01-05, 간식 
350,세정과,달광,250000,9,2023-01-16, 한식 
351,세정과,도미노피자,112300,15,2023-01-19, 양식 
352,세종소방서,우리마트,310000,50,2023-01-02, 슈퍼마켓
354,세종소방서,란이,30000,4,2023-01-11, 중식
355,세종소방서,목포횟집,291000,10,2023-01-12, 한식 
356,세종소방서,우리마트,97500,7,2023-01-16, 슈퍼마켓
357,세종소방서,여수소머리국밥,120000,11,2023-01-17, 한식 
358,세종소방서,원두막,300000,12,2023-01-18, 한식
360,세종소방서,나성횟집,204000,12,2023-01-19, 한식 
362,소담동,관내업체,92000,18,2023-01-02,미분류
363,소담동,관내업체,60000,4,2023-01-03,미분류
364,소담동,관내업체,48000,4,2023-01-04,미분류
365,소담동,관내업체,80000,7,2023-01-05,미분류
366,소담동,관내업체,50000,4,2023-01-06,미분류
367,소담동,관내업체,410000,27,2023-01-10,미분류
368,소담동,관내업체,54000,5,2023-01-13,미분류
369,소담동,관내업체,170000,17,2023-01-16,미분류
370,소담동,관내업체,210000,21,2023-01-17,미분류
371,소담동,관내업체,180000,14,2023-01-18,미분류
372,소담동,관내업체,55700,13,2023-01-18,미분류
373,소담동,관내업체,110000,11,2023-01-25,미분류
374,소담동,관내업체,130000,5,2023-01-26,미분류
375,소방본부,또바기검은콩수제비,45000,5,2023-01-03, 한식 
376,소방본부,청도미나리생삼겹살,240000,8,2023-01-09, 한식 
378,소방본부,소풍키친,41500,5,2023-01-12,미분류
379,소방본부,갤러리아백화점(대전점),50000,1,2023-01-12,미분류
380,소방본부,갤러리아백화점(대전점),400000,8,2023-01-13,미분류
383,소방본부,그릴200C,134000,7,2023-01-17,미분류
384,소방본부,육산,144000,6,2023-01-18, 한식 
385,소방본부,나들목가든,60000,5,2023-01-18,미분류
386,소방본부,김광회손두부,50000,5,2023-01-19,미분류
387,소방본부,풍원,58000,4,2023-01-25, 중식 
388,소방본부,영동순대,49000,4,2023-01-27, 한식 
389,소상공인과,황제명태본가,50000,3,2023-01-09, 한식 
390,소상공인과,석곡오리촌,60000,3,2023-01-10, 한식 
391,소상공인과,충남순대,82000,5,2023-01-11, 한식 
392,소상공인과,옷고시,35500,5,2023-01-12, 카페 
393,소상공인과,몽마르뜨,45000,3,2023-01-19, 양식
394,소상공인과,클린커피,44000,10,2023-01-25, 카페 
395,소상공인과,세종복칼국수,56000,3,2023-01-26, 한식 
397,소정면,이마트상품권,390000,13,2023-01-12," 인터넷,IT "
398,소정면,오가네,50000,4,2023-01-16, 한식
399,소정면,물레가든,167000,7,2023-01-17, 한식 
400,소정면,행복마트,13000,0,2023-01-17, 슈퍼마켓 
401,소정면,세종전의농협하나로마트소정점,24400,1,2023-01-20, 슈퍼마켓 
405,소정면,물레가든,292000,24,2023-01-02, 한식 
406,소정면,등모리식당,112000,8,2023-01-11, 한식 
407,수도운영과,명장복집,135000,6,2023-01-16, 한식 
408,수도운영과,착한낙지,114000,5,2023-01-18, 한식 
409,수도운영과,화월식당,84000,5,2023-01-19, 한식 
410,수도운영과,어머님칼국수,54000,4,2023-01-19, 한식 
412,시립도서관,진본가,63000,4,2023-01-11, 한식
413,시립도서관,오롯이,80000,4,2023-01-20, 일식
414,시립도서관,능두네고운점,62600,4,2023-01-26, 아시아음식 
415,시립도서관,두툼,68000,4,2023-01-30, 한식 
416,시립도서관,세군도피제리아,82500,4,2023-01-31, 양식
417,시민소통과,김가네김밥,78200,11,2023-01-17, 분식 
418,시민소통과,인스커피,430000,85,2023-01-19,미분류
419,시민소통과,세종굴이야기,46000,5,2023-01-20, 한식 
420,시민안전실,험플리비,27000,5,2023-01-03, 카페 
421,시민안전실,엠카페,36700,9,2023-01-04, 카페
422,시민안전실,사키,108000,6,2023-01-05, 일식
423,시민안전실,청담,444000,15,2023-01-09, 중식 
424,시민안전실,커스텀커피,22200,5,2023-01-10, 카페 
425,시민안전실,커스텀커피,25800,6,2023-01-18, 카페 
426,시민안전실,스타벅스,240000,45,2023-01-18, 카페 
427,시민안전실,로프앤러프베이크숍,26500,6,2023-01-19, 카페 
428,시민안전실,투썸플레이스,31400,6,2023-01-27, 카페 
429,시민안전실,이디야커피,57500,12,2023-01-27, 카페 
430,시설관리사업소,유성본가누룽지삼계탕,45000,3,2023-01-05, 한식 
431,시설관리사업소,행복무지개,39000,3,2023-01-09, 한식 
432,시설관리사업소,복앤향,51000,5,2023-01-11, 중식 
433,시설관리사업소,어머님칼국수,47000,4,2023-01-17, 한식 
434,시설관리사업소,제주팔경,70000,3,2023-01-19, 한식
435,아동청소년과,궁궐,170000,11,2023-01-19, 한식
436,아름동,관내상점,72000,6,2023-01-09,미분류
437,아름동,관내상점,99000,11,2023-01-06,미분류
438,아름동,관내상점,72000,8,2023-01-11,미분류
439,아름동,관내상점,412000,36,2023-01-17,미분류
440,아름동,관내상점,107000,8,2023-01-17,미분류
441,아름동,관내상점,150000,30,2023-01-17,미분류
442,아름동,관내상점,350000,30,2023-01-27,미분류
443,안전정책과,굴천지&초계국수,90000,8,2023-01-03, 한식 
444,안전정책과,순심이흑염소,68000,5,2023-01-04, 한식 
445,안전정책과,추어명가,55000,5,2023-01-05, 한식 
446,안전정책과,순남시래기,54000,6,2023-01-09, 한식
447,안전정책과,파펠커피,23000,5,2023-01-10, 카페
448,안전정책과,부뚜막,44000,4,2023-01-11, 한식
449,안전정책과,육산,441000,16,2023-01-12, 한식 
450,안전정책과,김동주의복어찬가,40000,4,2023-01-16,미분류
451,안전정책과,군산해물천국,65000,4,2023-01-18, 한식 
452,안전정책과,블루보틀커피,30900,4,2023-01-19,미분류
