,department,name,cost,people,date,category
453,안전정책과,무교동북어국집,28500,4,2023-01-19,미분류
454,안전정책과,오리대가,110000,5,2023-01-27,미분류
457,연기면,제산한방오리,64000,4,2023-01-03, 한식 
458,연기면,금강장어마을,162000,9,2023-01-17, 한식 
459,연기면,이가네식당,207000,22,2023-01-18, 한식 
460,연기면,㈜그린주의,340000,17,2023-01-18,미분류
461,연기면,황바우숯불갈비,490000,22,2023-01-20, 한식 
462,연동면,관내식당,199000,9,2023-01-06,미분류
466,연서면,천지연가든,80000,10,2023-01-18, 한식
467,연서면,미향아구찜,108000,8,2023-01-30, 한식 
468,연서면,어머님칼국수,62000,6,2023-01-04, 한식 
469,연서면,천지연가든,63000,7,2023-01-05, 한식
470,연서면,농업회사법인솔티마을주식회사,300000,8,2023-01-17,미분류
471,연서면,서세종농업협동조합하나로마트,100000,10,2023-01-20,미분류
472,예산담당관,수미가찌개전문점,84000,6,2023-01-03, 한식 
473,예산담당관,세종복칼국수,54000,4,2023-01-03, 한식 
474,예산담당관,메콩타이,60400,5,2023-01-04, 아시아음식 
475,예산담당관,정성,156000,8,2023-01-05, 한식
476,예산담당관,두툼,120000,6,2023-01-06, 한식 
477,예산담당관,송정,191000,9,2023-01-05, 일식 
478,예산담당관,청와삼대(족발보쌈칼국수),52000,5,2023-01-06,미분류
479,예산담당관,청와삼대(족발보쌈칼국수),48000,5,2023-01-11,미분류
480,예산담당관,숙이네더덕마을,162000,10,2023-01-16,미분류
481,예산담당관,르비엣,54000,5,2023-01-17, 아시아음식 
482,예산담당관,청와삼대(족발보쌈칼국수),47000,4,2023-01-18,미분류
483,예산담당관,올라_올라3,193000,9,2023-01-19,미분류
484,예산담당관,숯불장어구이전문점도담도담,255000,9,2023-01-19, 한식 
485,예산담당관,파리바게뜨국회의사당점,52800,9,2023-01-19,미분류
486,예산담당관,본가왕뼈감자탕,43000,4,2023-01-25, 한식 
487,예산담당관,더크래프트버거도담점,84900,5,2023-01-30, 양식 
488,운영지원과,해뜨는집,92000,6,2023-01-06, 한식
489,운영지원과,화레무,123000,10,2023-01-09, 중식 
490,운영지원과,환이네갈비살,78000,6,2023-01-10, 한식 
491,운영지원과,윤용현의도끼농장,200000,10,2023-01-13, 한식 
492,운영지원과,남도밥집,194000,11,2023-01-25, 한식
493,운영지원과,이희원커피로스터즈,25000,5,2023-01-25, 카페 
494,운영지원과,청도미나리생삼겹살,90000,9,2023-01-26, 한식 
495,의회사무처,수미가찌개전문점,98000,7,2023-01-03, 한식 
496,의회사무처,세종풍천장어바다시장,231000,8,2023-01-02,미분류
497,의회사무처,이**(교육안전),50000,1,2023-01-04,미분류
498,의회사무처,오롯이,80000,5,2023-01-04, 일식
499,의회사무처,우리숯불닭갈비,134000,5,2023-01-04, 한식 
500,의회사무처,본가왕뼈감자탕,35000,4,2023-01-06, 한식 
501,의회사무처,르비엣,119000,7,2023-01-06, 아시아음식 
502,의회사무처,구움미학,25650,7,2023-01-06,미분류
503,의회사무처,소나무향기,162000,10,2023-01-10, 한식 
504,의회사무처,궁궐,100000,4,2023-01-10, 한식
505,의회사무처,굴천지초계국수,55000,4,2023-01-12, 한식 
506,의회사무처,김광희손두부,50000,5,2023-01-13,미분류
507,의회사무처,숙이네더덕마을,144000,8,2023-01-16,미분류
508,의회사무처,사키,54000,4,2023-01-16, 일식
509,의회사무처,초가집갈비김치찌개,48000,4,2023-01-17, 한식 
510,의회사무처,주식회사육산,201000,7,2023-01-17,미분류
511,의회사무처,워낭2013,116000,5,2023-01-17, 한식 
512,의회사무처,밀마루,55000,5,2023-01-18," 관광,명소 "
513,의회사무처,주식회사착한회수산,214000,8,2023-01-18, 한식 
514,의회사무처,초가집갈비김치찌개,72000,5,2023-01-18, 한식 
515,의회사무처,구움미학,20500,5,2023-01-18,미분류
516,의회사무처,보강집,68000,5,2023-01-19,미분류
517,의회사무처,울엄마바지락칼국수,142000,7,2023-01-19, 한식 
518,의회사무처,오롯이,64000,4,2023-01-20, 일식
519,의회사무처,초가집갈비김치찌개,36000,3,2023-01-20, 한식 
520,의회사무처,워낭2013,138000,5,2023-01-25, 한식 
521,의회사무처,오롯이,75000,4,2023-01-26, 일식
522,의회사무처,두툼,70000,7,2023-01-26, 한식 
523,의회사무처,구움미학,20250,7,2023-01-26,미분류
524,의회사무처,고덕갈비,221000,8,2023-01-26, 한식 
525,의회사무처,투썸플레이스,38900,8,2023-01-27, 카페 
526,의회사무처,중화반점,138500,5,2023-01-30, 중식 
527,자연재난과,와마트,81920,10,2023-01-24, 슈퍼마켓
528,자원순환과,쇼군참치&초밥전문점,115000,4,2023-01-03, 일식 
529,자원순환과,둥구나무식당,175000,8,2023-01-04, 한식 
530,자원순환과,역전우동,24500,3,2023-01-05, 일식 
531,자원순환과,도랫말옛보리밥,71000,4,2023-01-06, 한식
532,자원순환과,베이크229,20000,5,2023-01-10, 카페 
533,자원순환과,유성복집,120500,6,2023-01-11, 한식 
534,자원순환과,워낭2013,69000,4,2023-01-12, 한식 
535,자원순환과,순남시래기,30000,3,2023-01-16, 한식
536,자원순환과,낙지촌,76500,5,2023-01-18, 한식 
537,자원순환과,굴천지초계국수,45000,4,2023-01-20, 한식 
538,자원순환과,굴천지초계국수,40000,4,2023-01-27, 한식 
539,자원순환과,카페민트,18000,4,2023-01-30, 카페 
540,자치경찰위원회,콩대박,80000,4,2023-04-04, 한식
541,자치경찰위원회,워낭2013,90000,4,2023-04-06, 한식 
542,자치경찰위원회,스타벅스코리아,305700,30,2023-04-07,미분류
543,자치경찰위원회,브라더한정식도시락,266000,19,2023-04-07, 도시락
544,자치경찰위원회,3-3커피,57600,12,2023-04-07, 카페 
545,자치경찰위원회,주식회사풍미에프앤씨,104000,13,2023-04-11,미분류
546,자치경찰위원회,이태리식당,77000,5,2023-04-11, 양식 
547,자치경찰위원회,드롭탑,48900,12,2023-04-17, 카페 
548,자치경찰위원회,골드마트,292000,70,2023-04-17, 슈퍼마켓
549,자치경찰위원회,한성,120000,4,2023-04-18, 에너지
550,자치경찰위원회,한마음정육식당,121000,10,2023-04-20, 한식 
551,자치경찰위원회,윤가네들깨수제비보쌈,62000,4,2023-04-20, 한식 
552,자치경찰위원회,오월의토끼과자점,183300,20,2023-04-21, 간식 
553,자치경찰위원회,3-3커피,41600,10,2023-04-24, 카페 
554,자치경찰위원회,주식회사풍미에프앤씨,490000,20,2023-04-24,미분류
555,자치경찰위원회,주식회사풍미에프앤씨,111000,12,2023-04-26,미분류
556,자치경찰위원회,콩대박,100000,5,2023-04-26, 한식
557,자치행정과,쉬즈베이글,65700,4,2023-01-11, 카페 
558,자치행정과,차이킹,75000,4,2023-01-16, 중식 
559,자치행정과,정민복집,87000,4,2023-01-17, 한식 
560,자치행정과,그릴200,39000,3,2023-01-31, 한식 
561,자치행정국,수미가,70000,5,2023-01-05, 한식 
562,자치행정국,차득순손칼국수,82000,6,2023-01-06, 한식 
563,자치행정국,팔선생,95000,6,2023-01-06, 중식
564,자치행정국,콩대박,80000,4,2023-01-10, 한식
565,자치행정국,한마음정육식당,85500,4,2023-01-11, 한식 
566,자치행정국,워낭2013,190000,7,2023-01-16, 한식 
567,자치행정국,내토왕코다리,311200,12,2023-01-26, 한식 
568,자치행정국,세종주먹구이,115000,4,2023-01-27, 한식 
569,자치행정국,환이네갈비살,107000,4,2023-01-31, 한식 
570,장군면,삼송빵집,99700,7,2023-01-02, 간식 
571,장군면,세종고운파리바케트,30000,5,2023-01-03, 간식 
572,장군면,카페미소커피,20500,4,2023-01-03,미분류
573,장군면,화룡뚝배기짬뽕,142000,8,2023-01-06, 중식 
574,장군면,이대가장수촌,65000,5,2023-01-10, 한식 
575,장군면,명품한우(세종시다정동),228700,8,2023-01-16, 한식 
576,장군면,이대가장수촌,73000,4,2023-01-18, 한식 
577,장군면,바우가든,150000,7,2023-01-25,미분류
578,장군면,은성불고기,89000,5,2023-01-26, 한식 
579,전동면,둥구나무식당,70000,7,2023-01-02, 한식 
580,전동면,양촌식당,30000,4,2023-01-05, 기사식당
581,전동면,전동남원추어탕,56000,4,2023-01-10, 한식 
582,전동면,비에이치씨,74500,5,2023-01-12, 치킨 
583,전동면,홍림,14000,4,2023-01-17, 중식 
584,전동면,도가네매운탕,58000,4,2023-01-18, 한식 
585,전동면,무지개영농조합법인,510000,17,2023-01-18, 식품 
586,전동면,야호래,76000,5,2023-01-20, 한식
587,전동면,미락식당,76000,7,2023-01-26, 한식
588,전동면,청해막썰어회,36000,4,2023-01-26, 한식 
591,전략기획과,고상한식탁,88000,4,2023-01-05, 양식
592,전략기획과,서밋뷰,137500,6,2023-01-09,미분류
593,전략기획과,수미가,59000,5,2023-01-18, 한식 
594,전략기획과,자연이stay,90300,4,2023-01-30, 양식
595,전략기획과,고상한식탁,47000,4,2023-01-31, 양식
596,전의면,관내식당,112500,5,2023-01-04,미분류
597,전의면,관내식당,68000,3,2023-01-06,미분류
598,전의면,관내식당,117000,8,2023-01-10,미분류
599,전의면,관내식당,990000,53,2023-01-12,미분류
600,전의면,관내식당,248000,10,2023-01-13,미분류
601,전의면,관내식당,76000,6,2023-01-17,미분류
602,전의면,관내식당,308000,17,2023-01-19,미분류
603,전의면,관내식당,195000,12,2023-01-26,미분류
604,정보통계담당관,함흥면옥,126000,6,2023-01-03, 한식 
605,정보통계담당관,죽림,232000,8,2023-01-04, 한식 
606,정보통계담당관,르비프,150000,5,2023-01-06, 양식 
607,정보통계담당관,마키노차야,118800,6,2023-01-11, 뷔페 
608,정보통계담당관,불타는생선구이낭만도야지,143000,5,2023-01-12, 한식 
609,정보통계담당관,오롯이,105000,5,2023-01-20, 일식
610,정보통계담당관,감나무집,78000,6,2023-01-26, 한식 
611,정책기획관,보돌미역국,168000,8,2023-01-27, 한식
612,정책기획관,사키,54000,3,2023-01-31, 일식
613,조치원소방서,태성추어탕,90000,7,2023-01-04, 한식 
615,조치원소방서,궁궐,90000,6,2023-01-16, 한식
616,조치원소방서,목포횟집,195000,6,2023-01-19, 한식 
617,조치원소방서,주식회사더블유엔피,225000,5,2023-01-25,미분류
618,조치원읍,운커피,61000,15,2023-01-05, 카페
619,조치원읍,굴이야기,214000,15,2023-01-05, 한식 
620,조치원읍,금성한우,348000,29,2023-01-13,미분류
621,조치원읍,행복마트,280000,300,2023-01-16, 슈퍼마켓 
622,조치원읍,몽마르뜨,245000,35,2023-01-20, 양식
623,조치원읍,카페더,60800,8,2023-01-16, 간식 
624,조치원읍,천사마트,3098600,101,2023-01-25, 슈퍼마켓 
625,조치원읍,해태집,220000,20,2023-01-31, 한식 
626,종촌동,봉추찜닭CGV점,86000,6,2023-01-03, 한식 
628,종촌동,미가면옥,117000,7,2023-01-04, 한식 
629,종촌동,송선집,94500,4,2023-01-04,미분류
630,종촌동,하동만두샤브&석갈비다정점,75000,6,2023-01-05, 샤브샤브
631,종촌동,9292숯불구이,27000,4,2023-01-06, 한식 
632,종촌동,미가면옥,89000,6,2023-01-06, 한식 
633,종촌동,더빠스타스(theFastars),37700,4,2023-01-11,미분류
634,종촌동,보글보글찌개,288100,26,2023-01-12, 한식 
635,종촌동,짜사이,185900,7,2023-01-13, 중식 
636,종촌동,이마트세종,594700,26,2023-01-17, 대형마트 
637,종촌동,달구지막창,141500,6,2023-01-17, 한식 
638,종촌동,빠스타스종촌점,142100,8,2023-01-18, 양식
639,종촌동,좋은아침페이스트리,59600,10,2023-01-19, 간식 
640,종촌동,보글보글찌개,66000,6,2023-01-19, 한식 
641,종촌동,고상한식탁,64000,4,2023-01-20, 양식
642,종촌동,그릴200℃,152000,6,2023-01-26,미분류
643,종촌동,미가면옥,56000,5,2023-01-27, 한식 
644,종촌동,보글보글찌개,44000,5,2023-01-31, 한식 
645,주택과,고무래식당,44000,4,2022-01-02, 한식
646,주택과,차이킹,270000,9,2023-01-06, 중식 
647,주택과,추어명가,47000,3,2023-01-17, 한식 
648,주택과,본삼겹살,88000,4,2023-01-25, 한식 
649,지능형도시과,려원민물장어,138000,6,2023-01-18, 한식
650,지능형도시과,낙지촌,93600,4,2023-01-19, 한식 
651,지능형도시과,써밋뷰,91000,4,2023-01-26, 카페
652,지역균형발전과,함흥면옥,98500,6,2023-01-06, 한식 
653,지역균형발전과,조치원문화정원까페(방랑싸롱),14000,3,2023-01-11,미분류
654,지역균형발전과,커스텀커피,12400,3,2023-01-25, 카페 
655,차량등록사업소,착한낙지,47000,3,2023-01-06, 한식 
656,차량등록사업소,홍대감숯불갈비,138000,5,2023-01-09, 한식 
657,차량등록사업소,영순네소머리국밥,47000,3,2023-01-10, 한식 
658,차량등록사업소,농협,240000,8,2023-01-12, 금융서비스 
659,차량등록사업소,팔통생삼겹살,40000,4,2023-01-16, 한식 
660,차량등록사업소,팔통생삼겹살,115000,5,2023-01-19, 한식 
661,차량등록사업소,세종굴이야기,42000,4,2023-01-25, 한식 
662,차량등록사업소,고복정,52000,4,2023-01-26, 한식 
663,차량등록사업소,내집처럼,48000,4,2023-01-27, 한식
664,차량등록사업소,한마음정육식당,84500,4,2023-01-31, 한식 
665,청년정책담당관,두툼,55000,4,2023-01-06, 한식 
666,청년정책담당관,수미가,62500,5,2023-01-09, 한식 
667,청년정책담당관,르비엣,56000,6,2023-01-10, 아시아음식 
668,청년정책담당관,궁궐,75000,4,2023-01-13, 한식
669,청년정책담당관,울엄마바지락칼국수,49000,5,2023-01-16, 한식 
670,청년정책담당관,청자장,19500,2,2023-01-17, 숙박
671,청년정책담당관,두툼,54000,4,2023-01-25, 한식 
672,청년정책담당관,늘봄항아리보쌈,53000,4,2023-01-27, 한식 
673,청년정책담당관,수미가,36000,4,2023-01-30, 한식 
674,체육진흥과,육산,411000,15,2023-01-09, 한식 
675,초광역기획과,육사부,480000,24,2023-01-19,미분류
676,초광역기획과,밥상차려주는집,144000,8,2023-01-25, 한식
677,초광역기획과,육회바른연어세종청사점,60000,6,2023-01-26, 한식 
678,초광역기획과,60계치킨세종어진점,100000,10,2023-01-26,미분류
679,초광역기획과,보재기손두부,37000,4,2023-01-27, 한식 
680,초광역기획과,오롯이,63000,6,2023-01-31, 일식
681,충청권특별지방자치단체합동추진단사무국,송도갈비,97000,5,2023-04-03, 한식 
682,충청권특별지방자치단체합동추진단사무국,비프다이닝온도,74000,4,2023-04-05, 한식 
683,충청권특별지방자치단체합동추진단사무국,우나기칸,79000,4,2023-04-06, 일식 
684,충청권특별지방자치단체합동추진단사무국,밥상차려주는집,76000,4,2023-04-07, 한식
685,충청권특별지방자치단체합동추진단사무국,제주생선구이전문점올래밥상,48000,4,2023-04-12,미분류
686,충청권특별지방자치단체합동추진단사무국,멍게가,371000,16,2023-04-13, 한식 
687,충청권특별지방자치단체합동추진단사무국,어진명가,60000,6,2023-04-14, 한식
688,충청권특별지방자치단체합동추진단사무국,밥상차려주는집,76000,4,2023-04-17, 한식
689,충청권특별지방자치단체합동추진단사무국,한돈사회생활,190000,10,2023-04-17, 한식 
690,충청권특별지방자치단체합동추진단사무국,이윽고,114000,6,2023-04-18, 한식 
691,충청권특별지방자치단체합동추진단사무국,택이네조개전골,113000,6,2023-04-18, 한식 
692,충청권특별지방자치단체합동추진단사무국,송도갈비,481600,20,2023-04-20, 한식 
693,충청권특별지방자치단체합동추진단사무국,상상낙지,71000,4,2023-04-24, 한식 
694,충청권특별지방자치단체합동추진단사무국,화로양갈비,152000,10,2023-04-24, 한식 
695,충청권특별지방자치단체합동추진단사무국,강촌,64000,4,2023-04-25, 한식 
696,충청권특별지방자치단체합동추진단사무국,이대가장수촌,134000,6,2023-04-26, 한식 
697,충청권특별지방자치단체합동추진단사무국,충무복집,226000,10,2023-04-26, 한식 
698,충청권특별지방자치단체합동추진단사무국,멍게가,91000,7,2023-04-27, 한식 
699,충청권특별지방자치단체합동추진단사무국,잇또라멘,36200,4,2023-04-05, 일식 
700,충청권특별지방자치단체합동추진단사무국,청사추어탕,36000,4,2023-04-20, 한식 
701,충청권특별지방자치단체합동추진단사무국,청와삼대,84000,4,2023-04-21, 한식 
702,충청권특별지방자치단체합동추진단사무국,재너머,75000,5,2023-04-28, 한식 
703,충청권특별지방자치단체합동추진단사무국,꿈앤카페,60000,12,2023-04-13, 카페
704,충청권특별지방자치단체합동추진단사무국,떼구르,158000,16,2023-04-18, 카페
705,충청권특별지방자치단체합동추진단사무국,제주생선구이올래밥상,110000,6,2023-04-28, 한식 
706,충청권특별지방자치단체합동추진단사무국,소쿠리밥상,60000,4,2023-04-05, 한식 
707,충청권특별지방자치단체합동추진단사무국,남가옥,54000,4,2023-04-07, 한식 
708,충청권특별지방자치단체합동추진단사무국,황제명태본가,48000,4,2023-04-11, 한식 
709,충청권특별지방자치단체합동추진단사무국,자유의언덕,63600,4,2023-04-27, 일식 
710,토지정보과,착한감자탕,45000,5,2023-01-04, 한식 
711,토지정보과,초가집갈비김치찌개,96000,8,2023-01-06, 한식 
712,토지정보과,수미가찌개,77000,7,2023-01-09, 한식 
713,토지정보과,육산,54000,4,2023-01-10, 한식 
714,토지정보과,파라다이스푸드코리아,180000,6,2023-01-12,미분류
715,토지정보과,초가집갈비김치찌개,76000,6,2023-01-16, 한식 
716,토지정보과,환이네갈비살,57000,4,2023-01-18, 한식 
717,토지정보과,수미가찌개,98000,7,2023-01-19, 한식 
718,토지정보과,또바기검은콩수제비칼국수,50000,5,2023-01-20, 한식 
719,토지정보과,초가집갈비김치찌개,88000,6,2023-01-25, 한식 
720,토지정보과,또바기검은콩수제비칼국수,35000,3,2023-01-26, 한식 
721,토지정보과,김광희손두부,40000,4,2023-01-27,미분류
722,투자유치단,구이구이,102000,6,2023-01-17, 한식 
723,투자유치단,설화참숯닭갈비,120000,4,2023-01-18, 한식 
724,투자유치단,굴천지&초계국수,75000,5,2023-01-18, 한식 
725,투자유치단,유쾌한상,200000,8,2023-01-27, 한식 
726,하수도과,강촌,90000,4,2023-01-27, 한식 
727,하수도과,청향일식,100000,5,2023-01-30, 일식 
728,한솔동,수저,59000,5,2023-01-03, 한식 
729,한솔동,㈜중부수산시장,100000,6,2023-01-04,미분류
730,한솔동,롤링핀,27100,4,2023-01-06, 간식 
731,한솔동,브라운힐스커피숍,54000,8,2023-01-10,미분류
732,한솔동,납득이,145000,15,2023-01-19,미분류
733,한솔동,토시래,27000,4,2023-01-13, 한식 
734,한솔동,다온아구찜,78000,6,2023-01-25, 한식
735,한솔동,쇼군참치&초밥,150000,6,2023-01-26, 일식 
737,해밀동,구름나그네,184000,10,2023-01-05, 한식 
738,해밀동,백정대패집,99500,4,2023-01-09,미분류
739,해밀동,농부마트,174700,100,2023-01-16, 슈퍼마켓
740,환경녹지국,내토왕코다리,38000,3,2023-01-06, 한식 
741,환경녹지국,우나기칸,60000,4,2023-01-12, 일식 
742,환경녹지국,궁궐,288800,10,2023-01-13, 한식
743,환경녹지국,유쾌한상,188000,9,2023-01-16, 한식 
744,환경녹지국,로트나인,96000,10,2023-01-18, 카페
745,환경녹지국,내토왕코다리,91000,7,2023-01-26, 한식 
746,환경녹지국,본죽&비빔밥,120000,5,2023-01-27, 한식 
747,환경정책과,두툼,93000,6,2023-01-06, 한식 
748,환경정책과,내토왕코다리,78000,6,2023-01-09, 한식 
749,환경정책과,병천순대,93500,9,2023-01-16, 한식 
750,환경정책과,메밀꽃필무렵,115000,5,2023-01-17, 한식 
751,환경정책과,내토왕코다리,52000,4,2023-01-25, 한식 
752,회계과,오롯이,115200,6,2023-01-10, 일식
753,회계과,보들미역국,39000,3,2023-01-17, 한식
754,회계과,세종장어대가,135000,5,2023-01-19, 한식 
755,회계과,그릴200도,158000,10,2023-01-26, 한식 
