,department,name,cost,people,date,category
189,도로관리사업소,퐁당,158400,7,2023-04-05, 샤브샤브
190,도로관리사업소,명장복집,216000,8,2023-04-10, 한식 
191,도로관리사업소,백련화메기탕,187000,7,2023-04-11, 한식 
192,도로관리사업소,쿠우쿠우,114500,5,2023-04-19, 뷔페 
193,도로관리사업소,무봉리토종순대국,90000,5,2023-04-20, 한식 
194,도로관리사업소,안터반점,81000,6,2023-04-21, 중식 
195,도로관리사업소,충남순대,95000,8,2023-04-27, 한식 
196,도로관리사업소,청담피자,78300,16,2023-04-27, 분식
197,도시과,유성복집,192000,8,2023-04-12, 한식 
198,도시과,테라스,91000,4,2023-04-27," 상가,아케이드"
199,동물위생방역과,행복무지개,273000,10,2023-04-06, 한식 
200,동물위생방역과,산장가든,235000,8,2023-04-10, 한식 
201,동물위생방역과,윤가네들깨수제비보쌈,67000,4,2023-04-13, 한식 
202,동물위생방역과,세종장어대가,213000,10,2023-04-17, 한식 
203,동물위생방역과,춘희네짜글이,44000,3,2023-04-18, 한식 
204,동물위생방역과,윤가네들깨수제비보쌈,48000,4,2023-04-19, 한식 
205,동물위생방역과,저림숙성그릴,323000,15,2023-04-19, 한식 
206,동물위생방역과,일소일소감자탕,99200,5,2023-04-21, 한식 
207,동물위생방역과,1004마트(부강점),38500,15,2023-04-28, 슈퍼마켓 
208,동물위생방역과,진성민속촌,67000,5,2023-04-29, 한식 
209,로컬푸드과,고복정,96000,18,2023-04-04, 한식 
210,로컬푸드과,등촌샤브칼국수,150000,9,2023-04-04, 샤브샤브 
211,로컬푸드과,사람나무,190000,7,2023-04-17, 카페
212,로컬푸드과,고복정,96000,6,2023-04-19, 한식 
213,문화예술과,명성횟집,73000,6,2023-04-04, 한식 
214,문화예술과,늘봄항아리보쌈,134000,8,2023-04-13, 한식 
215,문화예술과,동네반상회,66000,6,2023-04-18, 한식 
216,문화예술과,배부장찌개,105000,6,2023-04-24, 한식 
217,문화예술과,명품순두부,60000,6,2023-04-26, 한식 
218,문화예술과,모퉁이집,128000,6,2023-04-27, 한식
219,문화유산과,서울리에(서울),275000,10,2023-04-06,미분류
220,문화유산과,안터반점,67000,8,2023-04-19, 중식 
221,문화유산과,다인아구찜,97000,6,2023-04-25, 한식 
222,문화체육관광국,고무래식당,44000,4,2023-04-03, 한식
223,문화체육관광국,온기,194000,9,2023-04-05, 양식
224,문화체육관광국,신미정닭갈비,110000,10,2023-04-05, 한식 
225,문화체육관광국,우나기칸,108000,5,2023-04-06, 일식 
226,문화체육관광국,세이로정,142000,6,2023-04-07, 술집 
227,문화체육관광국,오롯이,42000,4,2023-04-10, 일식
228,문화체육관광국,영심이소머리국밥,148000,6,2023-04-10, 한식 
229,문화체육관광국,울엄마바지락칼국수,84000,6,2023-04-11, 한식 
230,문화체육관광국,무쇠회관,141000,8,2023-04-11, 한식 
231,문화체육관광국,대어가,149000,6,2023-04-18, 카페 
232,문화체육관광국,두툼,196000,10,2023-04-18, 한식 
233,문화체육관광국,궁궐,135000,8,2023-04-21, 한식
234,문화체육관광국,신미정춘천닭갈비,115000,8,2023-04-24, 한식 
235,문화체육관광국,꿀꿀,236700,14,2023-04-26,미분류
236,물관리정책과,석곡오리촌,65000,3,2023-04-05, 한식 
237,물관리정책과,궁궐,84000,4,2023-04-07, 한식
238,물관리정책과,관내식당,140000,6,2023-04-10,미분류
239,물관리정책과,관내식당,279000,16,2023-04-12,미분류
241,물관리정책과,석곡오리촌,120000,4,2023-04-21, 한식 
242,미래수도기반조성과,함흥면옥,42000,3,2023-04-12, 한식 
243,미래수도기반조성과,우리홍콩딤섬,69000,5,2023-04-13, 중식 
244,미래수도기반조성과,김광희손두부,30000,3,2023-04-14,미분류
245,미래수도기반조성과,황가네칼국수,54000,5,2023-04-18, 한식 
246,미래수도기반조성과,카츠쿠라,48000,3,2023-04-19, 일식 
247,미래수도기반조성과,보돌미역,97000,5,2023-04-24, 한식
248,미래수도기반조성과,강촌,53000,4,2023-04-26, 한식 
249,미래전략본부,유성본가누룽지삼계탕&오늘통닭,48000,4,2023-03-27, 한식 
250,미래전략본부,르비프(LeBeef),60000,6,2023-03-28,미분류
251,미래전략본부,더맛있는과일&1L커피,110000,10,2023-03-28, 카페
252,미래전략본부,아라준스시,84000,8,2023-03-30, 일식 
253,미래전략본부,두툼,69000,6,2023-04-04, 한식 
254,미래전략본부,경양식당,47000,4,2023-04-05, 양식
255,미래전략본부,꿈앤카페(사)세종특별자치시장애인단체연합회,40500,13,2023-04-05,미분류
256,미래전략본부,동원산업개발건강밥상심마니,63600,6,2023-04-06,미분류
257,미래전략본부,석곡오리촌,174000,15,2023-04-06, 한식 
258,미래전략본부,수미가찌개전문점,86000,6,2023-04-07, 한식 
261,미래전략본부,나루스시,36000,3,2023-04-10, 일식 
262,미래전략본부,오롯이,225000,15,2023-04-10, 일식
263,미래전략본부,세종굴이야기,124000,4,2023-04-11, 한식 
264,미래전략본부,김가네청사점,101700,17,2023-04-12, 분식 
265,미래전략본부,풍원,122500,6,2023-04-14, 중식 
266,미래전략본부,초가집갈비김치찌개,48000,4,2023-04-17, 한식 
267,미래전략본부,황가네칼국수,54000,4,2023-04-18, 한식 
268,미래전략본부,꿈앤카페(사)세종특별자치시장애인단체연합회,43000,13,2023-04-18,미분류
269,미래전략본부,오롯이,63000,5,2023-04-19, 일식
270,미래전략본부,르비엣,125000,8,2023-04-20, 아시아음식 
271,미래전략본부,울엄마바지락칼국수,59000,5,2023-04-21, 한식 
272,미래전략본부,내토왕코다리,50000,4,2023-04-24, 한식 
273,미래전략본부,추어명가,56000,5,2023-04-26, 한식 
274,미래전략본부,유성본가누룽지삼계탕&오늘통닭,64000,5,2023-04-27, 한식 
275,미래전략본부,수미가찌개전문점,115000,8,2023-04-28, 한식 
276,민원과,함흥면옥,70000,5,2023-04-04, 한식 
277,민원과,자연이스테이,101100,4,2023-04-05, 양식
278,민원과,궁궐,77000,4,2023-04-11, 한식
279,민원과,연비정가든,60000,4,2023-04-14, 한식 
280,민원과,세종복칼국수,67000,4,2023-04-19, 한식 
281,민원과,내토왕코다리,39000,3,2023-04-24, 한식 
282,민원과,윤가네들깨수제비보쌈,71000,4,2023-04-26, 한식 
285,반곡동,빽다방,23500,9,2023-04-24, 카페 
286,반곡동,등촌샤브칼국수,117000,15,2023-04-25, 샤브샤브 
287,반곡동,궁궐,75000,4,2023-04-27, 한식
289,보건복지국,궁궐,162000,9,2023-04-04, 한식
290,보건복지국,심통골,42000,3,2023-04-05, 한식 
291,보건복지국,오롯이,96000,6,2023-04-10, 일식
292,보건복지국,바다향,194000,7,2023-04-11, 한식 
293,보건복지국,내코왕코다리,62000,6,2023-04-11,미분류
294,보건복지국,오롯이,112000,7,2023-04-12, 일식
296,보건복지국,워낭,307000,13,2023-04-13, 한식 
297,보건복지국,고무래식당,125000,9,2023-04-13, 한식
299,보건복지국,박중사의힘내부대찌개,230500,8,2023-04-19,미분류
300,보건복지국,윤가네들깨수제비보쌈,45000,4,2023-04-20, 한식 
301,보건복지국,풍원,27000,3,2023-04-21, 중식 
302,보건소,카페소풍,22400,4,2023-04-04,미분류
303,보건소,커피마마퀸,13400,4,2023-04-05, 카페 
304,보건소,행복국수,23000,4,2023-04-07, 한식 
305,보건소,빵촌,89600,5,2023-04-10, 간식 
306,보건소,빽다방조치원,16600,4,2023-04-12, 카페 
307,보건소,빽다방조치원,15300,3,2023-04-13, 카페 
308,보건소,운커피,31000,3,2023-04-13, 카페
309,보건소,생어거스틴,74900,5,2023-04-14, 아시아음식 
310,보건소,커피마마퀸,14700,4,2023-04-18, 카페 
311,보건소,로흐뚜,17900,4,2023-04-24, 카페
312,보건소,빽다방조치원,13500,4,2023-04-26, 카페 
313,보건소,김형제고기의철학,90000,7,2023-04-27, 한식 
315,보건정책과,관내음식점,100000,10,2023-04-14,미분류
316,보건정책과,관내음식점(내토),404000,30,2023-04-20,미분류
317,보건환경연구원,산촌,65000,4,2023-04-03, 한식 
318,보건환경연구원,행복길19,126000,6,2023-04-04, 한식 
319,보건환경연구원,명장복집,220000,10,2023-04-04, 한식 
320,보건환경연구원,애상금탕마라탕,75500,4,2023-04-05, 중식 
321,보건환경연구원,안터반점,62000,5,2023-04-05, 중식 
322,보건환경연구원,소담정,121000,5,2023-04-07, 한식
323,보건환경연구원,바우정원,90000,3,2023-04-11, 한식 
324,보건환경연구원,몽마르뜨,150000,10,2023-04-12, 양식
325,보건환경연구원,세종장어대가,201000,10,2023-04-12, 한식 
326,보건환경연구원,유성본가누룽지삼계탕,43800,3,2023-04-17, 한식 
327,보건환경연구원,주식회사힙컬-방랑싸롱,21400,5,2023-04-19,미분류
328,보건환경연구원,관저명태촌,56000,3,2023-04-19, 한식 
329,보건환경연구원,바우정원,90000,3,2023-04-20, 한식 
330,보건환경연구원,예원,487000,17,2023-04-20, 중식 
331,보건환경연구원,명장복집,169800,6,2023-04-21, 한식 
332,보건환경연구원,토속칼국수,36000,4,2023-04-24,미분류
333,보건환경연구원,숙이네더덕마을,161000,6,2023-04-27,미분류
334,보람동,수미가,400000,20,2023-04-27, 한식 
335,복지정책과,궁궐,90000,6,2023-04-03, 한식
336,복지정책과,밀마루,77000,7,2023-04-07," 관광,명소 "
337,복지정책과,부뚜막,33000,3,2023-04-25, 한식
338,복지정책과,자연이스테이,50600,4,2023-04-26, 양식
339,부강면,강산,68000,5,2023-04-03, 한식 
340,부강면,영양보리밥,40000,4,2023-04-07, 한식
341,부강면,바구니칼국수앤닭갈비,40000,4,2023-04-18, 한식 
342,사회재난과,오롯이등,152600,7,2023-04-27,미분류
343,사회재난과,싶빵공장,49900,6,2023-04-28, 간식 
344,산림공원과,세종주먹구이,95000,4,2023-04-13, 한식 
345,산림공원과,수미가찌개,36000,3,2023-04-18, 한식 
346,산림공원과,선유궁,135000,15,2023-04-19, 한식 
347,산림공원과,내토왕코다리,142000,11,2023-04-28, 한식 
348,산업입지과,밀마루,55000,4,2023-04-17," 관광,명소 "
349,산업입지과,통영머구리수산,137000,7,2023-04-21, 한식 
350,산업입지과,추어명가,56000,4,2023-04-27, 한식 
351,상수도과,조치원짬뽕,82000,6,2023-04-04, 중식 
352,상수도과,명장복집,110000,4,2023-04-14, 한식 
353,상수도과,추추추어탕,41000,4,2023-04-24,미분류
354,새롬동,정선산곤드레,75000,6,2023-04-25, 한식
355,세원관리과,김광희손두부,74500,6,2023-04-19,미분류
356,세원관리과,강산매운탕,54000,4,2023-04-20, 한식 
359,세종소방서,경주집,77500,5,2023-04-06, 한식 
361,세종소방서,장군칼국수,68000,5,2023-04-14, 한식 
362,세종소방서,숯불장어구이도담도담,300000,11,2023-04-17, 한식 
363,세종소방서,해성마트,54000,5,2023-04-28,미분류
365,소담동,관내업체,125000,10,2023-04-05,미분류
366,소담동,관내업체,74000,4,2023-04-10,미분류
367,소담동,관내업체,157000,15,2023-04-11,미분류
368,소담동,관내업체,77000,5,2023-04-18,미분류
369,소담동,관내업체,70000,15,2023-04-19,미분류
370,소방본부,육산,36000,3,2023-04-03, 한식 
371,소방본부,낙지촌,63000,4,2023-04-03, 한식 
372,소방본부,육산,144000,12,2023-04-06, 한식 
373,소방본부,차이킹,32000,3,2023-04-11, 중식 
374,소방본부,연안식당(세종아름점),354000,21,2023-04-11, 한식 
375,소방본부,행복무지개,169000,7,2023-04-12, 한식 
376,소방본부,육산,74000,6,2023-04-14, 한식 
377,소방본부,금강추어탕,65200,5,2023-04-14, 한식 
378,소방본부,육산,144000,7,2023-04-17, 한식 
379,소방본부,낙지촌,221000,10,2023-04-18, 한식 
380,소방본부,세종일식,154000,8,2023-04-18, 일식
381,소방본부,육산,248000,12,2023-04-25, 한식 
382,소방본부,다이닝더인드라,108000,5,2023-04-25, 아시아음식 
383,소방본부,세종주원,48500,7,2023-04-25, 종교 
384,소방본부,팔구옥,190200,9,2023-04-26, 한식 
385,소방본부,큰손,64000,4,2023-04-27, 한식 
386,소방본부,이태형의메구미,116000,4,2023-04-27,미분류
387,소방본부,그릴200c,52000,4,2023-04-28,미분류
388,소상공인과,우나기칸,70000,4,2023-04-04, 일식 
389,소상공인과,인천광역시,139000,4,2023-04-06, 행정기관부속시설
390,소상공인과,꿈앤카페,19000,10,2023-04-10, 카페
391,소상공인과,수미가,63000,5,2023-04-13, 한식 
392,소상공인과,몽마르뜨,88000,8,2023-04-14, 양식
393,소상공인과,주식회사삼마상사,56000,4,2023-04-26,미분류
394,소상공인과,시즌파이브,50000,4,2023-04-27, 양식
395,소상공인과,예산전통시장,24700,3,2023-04-28,미분류
396,소정면,물레가든,313000,23,2023-04-03, 한식 
397,소정면,오가네,200000,9,2023-04-04, 한식
398,소정면,예닮,38000,4,2023-04-06, 종교 
400,소정면,한절골박가,169000,30,2023-04-07,미분류
401,소정면,예닮,46000,5,2023-04-10, 종교 
402,소정면,향림촌,60000,4,2023-04-13, 한식 
403,소정면,금자매어탕국수,24000,3,2023-04-14, 한식
404,소정면,예닮,35000,4,2023-04-24, 종교 
405,수도운영과,추어명가촌,34000,3,2023-04-04,미분류
406,수도운영과,추어명가촌,24000,3,2023-04-05,미분류
407,수도운영과,착한낙지,45000,3,2023-04-10, 한식 
408,수도운영과,세종굴이야기,102000,6,2023-04-14, 한식 
409,수도운영과,봉서골,68000,4,2023-04-17, 한식 
410,수도운영과,관저명태촌,89000,5,2023-04-18, 한식 
411,수도운영과,착한낙지,85000,5,2023-04-25, 한식 
412,수도운영과,세종굴이야기,91000,6,2023-04-26, 한식 
413,시립도서관,세종특별자치시지체장애인협회(북카페쉼표),19500,2,2023-04-05,미분류
414,시립도서관,네이버파이낸셜,129000,3,2023-04-12,미분류
415,시립도서관,영농조합법인금이산농원,43000,1,2023-04-14, 식품 
416,시립도서관,텐퍼센트커피어진점,12000,2,2023-04-18,미분류
417,시립도서관,다올차이나,140000,5,2023-04-19, 중식 
418,시립도서관,진본가,48000,4,2023-04-20, 한식
419,시립도서관,신화케이푸드,189500,7,2023-04-20,미분류
420,시민소통과,하우프,26000,6,2023-04-10, 카페 
421,시민소통과,에이트,46500,3,2023-04-24, 양식 
422,시민안전실,빈스텔라,56500,10,2023-04-03, 카페
423,시민안전실,아라준스시,263000,10,2023-04-03, 일식 
424,시민안전실,사키,90000,5,2023-04-10, 일식
425,시민안전실,카페와이,75000,15,2023-04-13, 카페
426,시민안전실,엉클생고기,54000,4,2023-04-14, 한식 
427,시민안전실,보리주머니,152000,8,2023-04-17, 한식
428,시민안전실,사키,214000,10,2023-04-18, 일식
429,시민안전실,로트나인커피,44000,10,2023-04-18, 카페
430,시민안전실,바다향왕코다리세교점,215000,12,2023-04-19,미분류
431,시민안전실,마므레카페,60000,12,2023-04-19,미분류
432,시민안전실,중화반점,273000,13,2023-04-21, 중식 
433,시민안전실,금강추어탕,60000,6,2023-04-25, 한식 
434,시민안전실,제주도화,82000,8,2023-04-28, 카페
435,시설관리사업소,굴이야기,60000,6,2023-04-06, 한식 
436,아동청소년과,사키,72000,4,2023-04-06, 일식
437,아동청소년과,사키,52000,3,2023-04-12, 일식
438,아동청소년과,울엄마바지락칼국수,115500,6,2023-04-17, 한식 
439,아동청소년과,또바기검은콩수제비.칼국수,102000,8,2023-04-18, 한식 
440,아동청소년과,울엄마바지락칼국수,114500,6,2023-04-24, 한식 
441,아동청소년과,자연이스테이,150000,6,2023-04-25, 양식
442,아동청소년과,아호정,86000,4,2023-04-27, 중식
443,아름동,떡하늬떡방,40000,14,2023-04-03, 식품 
444,아름동,연비정가든,59000,5,2023-04-04, 한식 
445,아름동,한식대첩이우철누룽지삼계탕,68000,4,2023-04-07, 한식 
447,아름동,엉생생고기,300000,14,2023-04-18, 한식 
448,아름동,쓰촨,240000,11,2023-04-19, 중식 
449,안전정책과,차이킹,109000,5,2023-04-06, 중식 
451,안전정책과,추어명가,57000,10,2023-04-16, 한식 
452,안전정책과,르비프,120000,5,2023-04-25, 양식 
454,여성가족과,밀마루,66000,6,2023-04-14," 관광,명소 "
455,여성가족과,낙지촌,89400,6,2023-04-24, 한식 
456,여성가족과,골동반,132000,12,2023-04-27,미분류
457,연기면,제산한방오리,110000,12,2023-04-12, 한식 
458,연기면,스마일커피,39000,14,2023-04-24, 카페 
459,연동면,관내업체,132000,8,2023-04-06,미분류
460,연동면,관내업체,181000,7,2023-04-07,미분류
461,연동면,관내업체,402000,15,2023-04-17,미분류
465,연서면,두리식당,280000,20,2023-04-14, 한식
466,연서면,산장가든,63000,3,2023-04-20, 한식 
467,예산담당관,팔선생,89000,4,2023-04-04, 중식
468,예산담당관,중화대반점,115000,4,2023-04-13, 중식 
469,예산담당관,우럴목,48000,4,2023-04-13, 한식 
470,예산담당관,고복정,106000,3,2023-04-14, 한식 
471,예산담당관,써밋뷰,84000,6,2023-04-18, 카페
472,예산담당관,텐퍼센트커피,148500,30,2023-04-19, 카페 
473,예산담당관,청와삼대(족발보쌈칼국수),49000,3,2023-04-19,미분류
474,예산담당관,두툼,44000,4,2023-04-21, 한식 
475,예산담당관,멍게가,60000,4,2023-04-25, 한식 
476,운영지원과,중화반점,107000,11,2023-04-04, 중식 
477,운영지원과,두툼,130000,9,2023-04-06, 한식 
478,운영지원과,따규,56500,5,2023-04-20, 중식 
479,운영지원과,제주할망집,236000,10,2023-04-20, 한식
480,운영지원과,밥상위의한우,75000,5,2023-04-21,미분류
481,운영지원과,달광,214000,10,2023-04-25, 한식 
482,운영지원과,오롯이,48000,3,2023-04-27, 일식
483,의회사무처,세종청사용포맛집,70000,4,2023-04-03, 한식
484,의회사무처,벌크커피,88800,10,2023-04-04, 카페 
485,의회사무처,오롯이,96000,6,2023-04-04, 일식
486,의회사무처,해뜨는집,70000,4,2023-04-04, 한식
487,의회사무처,두툼,245000,9,2023-04-04, 한식 
488,의회사무처,커피디,40700,8,2023-04-04, 카페
489,의회사무처,강산매운탕,64000,4,2023-04-05, 한식 
490,의회사무처,초가집갈비김치찌개,88000,6,2023-04-06, 한식 
491,의회사무처,오롯이,63000,4,2023-04-07, 일식
492,의회사무처,오롯이,64000,4,2023-04-10, 일식
